id_reporte,fecha_registro,hora_registro,tipo_reporte,prioridad,canal,unidad_gaula_receptora,estado_caso,fase_operativa,nombre_reportante,identificacion_reportante,telefono_reportante,ubicacion_suceso,departamento,municipio,barrio_vereda,latitud,longitud,descripcion_hechos,numero_telefonico_asociado,alias_sospechoso,medio_cuenta_pago,monto_exigido_perdida_estimada,evidencias,observaciones_operador,modalidad,posible_grupo,riesgo_victima,tiempo_transcurrido_horas,patron_detectado,score_riesgo,tendencia_inteligencia,nodo_relacionado,dato_sintetico;;;
"NEXO-147-00136,2026-02-03,18:33,Falso servicio,Alta,Correo Institucional,GAULA Cundinamarca,En verificación,Verificación inicial,Felipe Gómez Salazar,DEMO-CC-36907526,3908839279,""Bello, Plaza Principal"",Antioquia,Bello,Plaza Principal,6.376278,-75.533785,""Reporte sintético de falso servicio bajo modalidad suplantación familiar en Bello. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3176080155,Alias-282,Daviplata / CTA-DEMO-020,278406,Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: zona_terminal_transporte. Operador: operador.demo1.,Suplantación familiar,Sin determinar,Crítico,194,zona_terminal_transporte,91,Incremento en horario nocturno,Alias-282|CTA-DEMO-020|3176080155,SI";;;
"NEXO-147-00137,2025-12-23,04:10,Desaparición asociada,Baja,Línea 147,GAULA Meta,Cerrado preventivo,Verificación inicial,Natalia Castro Martínez,DEMO-CC-56507325,3824448629,""Cali, Terminal"",Valle del Cauca,Cali,Terminal,3.429472,-76.513762,""Reporte sintético de desaparición asociada bajo modalidad paquete retenido falso en Cali. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3014437639,Comando 17,Giro nacional / CTA-DEMO-686,2001491,Mensaje SMS"; Número telefónico; Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: operador.demo2.,Paquete retenido falso,Red local ficticia Alfa,Alto,131,alias_reutilizado,60,Reincidencia por alias,Comando 17|CTA-DEMO-686|3014437639,SI;
"NEXO-147-00138,2025-12-02,01:53,Fraude con intimidación,Baja,Línea 147,GAULA Bolívar,Asignado a unidad,Análisis de inteligencia,Sebastián Cárdenas Torres,DEMO-CC-86804056,3258509822,""Granada, Sector Comercial"",Meta,Granada,Sector Comercial,3.555205,-73.727908,""Reporte sintético de fraude con intimidación bajo modalidad falso servicio en Granada. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3025791384,El Norte,Bancolombia cuenta ahorro / CTA-DEMO-003,18432656,Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: analista.demo1.,Falso servicio,Sin determinar,Bajo,122,pico_mensajeria_nocturna,46,Concentración geográfica,El Norte|CTA-DEMO-003|3025791384,SI";;;
"NEXO-147-00139,2025-09-01,22:53,Desaparición asociada,Baja,Línea 147,GAULA Valle,En análisis,Recepción,Mariana Castro Vargas,DEMO-CC-32132067,3343092265,""Bogotá, Norte"",Bogotá D.C.,Bogotá,Norte,4.730997,-74.09288,""Reporte sintético de desaparición asociada bajo modalidad retención simulada en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3887403982,Alias-778,Sin cuenta reportada,15209833,Número telefónico"; Mensaje SMS; Audio de llamada; Comprobante de pago,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: analista.demo2.,Retención simulada,Célula financiera ficticia,Alto,185,pico_mensajeria_nocturna,64,Concentración geográfica,Alias-778|CTA-DEMO-137|3887403982,SI
"NEXO-147-00140,2026-05-31,13:18,Extorsión,Alta,Línea 147,GAULA Antioquia,En verificación,Coordinación operativa,Andrés Martínez López,DEMO-CC-78124307,3827968423,""Bucaramanga, Sector Comercial"",Santander,Bucaramanga,Sector Comercial,7.096714,-73.108251,""Reporte sintético de extorsión bajo modalidad extorsión digital en Bucaramanga. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3895700291,Alias-768,Giro nacional / CTA-DEMO-316,1870447,Sin evidencia inicial,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: operador.demo2.,Extorsión digital,Célula financiera ficticia,Medio,3,pagos_billetera_digital,76,Uso de cuenta repetida,Alias-768|CTA-DEMO-316|3895700291,SI";;;
"NEXO-147-00141,2025-12-28,05:18,Secuestro,Crítica,Correo Institucional,GAULA Valle,Escalado operativo,Cierre,Carlos Ramírez Salazar,DEMO-CC-25547260,3937092940,""Palmira, Vereda La Esperanza"",Valle del Cauca,Palmira,Vereda La Esperanza,3.516399,-76.327861,""Reporte sintético de secuestro bajo modalidad suplantación autoridad en Palmira. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3779594078,Sombra,Bancolombia cuenta ahorro / CTA-DEMO-424,51798262,Comprobante de pago,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: operador.demo2.,Suplantación autoridad,Célula financiera ficticia,Crítico,97,alias_reutilizado,100,Reincidencia por alias,Sombra|CTA-DEMO-424|3779594078,SI";;;
"NEXO-147-00142,2025-04-16,14:15,Desaparición asociada,Baja,Línea 147,GAULA Bogotá,En verificación,Verificación inicial,Andrés Castro Gómez,DEMO-CC-86327573,3228544124,""Buenaventura, Sur"",Valle del Cauca,Buenaventura,Sur,3.844008,-77.045693,""Reporte sintético de desaparición asociada bajo modalidad suplantación familiar en Buenaventura. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3798524069,Alias-890,Cripto billetera demo / CTA-DEMO-145,842745,Comprobante de pago"; Captura WhatsApp; Número telefónico,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: operador.demo2.,Suplantación familiar,Sin determinar,Alto,174,pagos_billetera_digital,59,Uso de cuenta repetida,Alias-890|CTA-DEMO-145|3798524069,SI;
"NEXO-147-00143,2025-12-20,20:39,Extorsión,Alta,Línea 147,GAULA Bogotá,Escalado operativo,Análisis de inteligencia,Julián Mejía Cárdenas,DEMO-CC-33080056,3741008664,""Villavicencio, Norte"",Meta,Villavicencio,Norte,4.1165,-73.627882,""Reporte sintético de extorsión bajo modalidad falso servicio en Villavicencio. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3798524069,Comando 17,Cripto billetera demo / CTA-DEMO-985,4856106,Comprobante de pago"; Número telefónico; Audio de llamada; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: operador.demo2.,Falso servicio,Sin determinar,Medio,184,pico_mensajeria_nocturna,82,Concentración geográfica,Comando 17|CTA-DEMO-985|3798524069,SI
"NEXO-147-00144,2025-03-04,18:52,Extorsión,Alta,Línea 147,GAULA Santander,Recibido,Seguimiento,Valentina Herrera López,DEMO-CC-44347616,3042869654,""Bogotá, Zona Industrial"",Bogotá D.C.,Bogotá,Zona Industrial,4.710254,-74.04316,""Reporte sintético de extorsión bajo modalidad amenaza por mensajería en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3282305265,El Primo,Nequi / CTA-DEMO-016,64676879,Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: zona_terminal_transporte. Operador: operador.demo2.,Amenaza por mensajería,Célula financiera ficticia,Crítico,148,zona_terminal_transporte,100,Concentración geográfica,El Primo|CTA-DEMO-016|3282305265,SI";;;
"NEXO-147-00145,2025-08-24,18:10,Extorsión,Alta,Línea 147,GAULA Cundinamarca,En verificación,Verificación inicial,Mariana Peña Gómez,DEMO-CC-74232747,3239202464,""Envigado, Vereda La Esperanza"",Antioquia,Envigado,Vereda La Esperanza,6.206524,-75.569716,""Reporte sintético de extorsión bajo modalidad falso servicio en Envigado. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3469133588,Alias-376,Bancolombia cuenta ahorro / CTA-DEMO-433,1912498,Enlace sospechoso"; Número telefónico; Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: operador.demo2.,Falso servicio,Grupo oportunista ficticio,Crítico,199,pagos_billetera_digital,97,Uso de cuenta repetida,Alias-376|CTA-DEMO-433|3469133588,SI;
"NEXO-147-00146,2026-05-31,09:25,Extorsión,Baja,WhatsApp Institucional,GAULA Valle,Escalado operativo,Coordinación operativa,Miguel Salazar Acosta,DEMO-CC-35939763,3455373402,""Floridablanca, Sector Comercial"",Santander,Floridablanca,Sector Comercial,7.072059,-73.048157,""Reporte sintético de extorsión bajo modalidad extorsión digital en Floridablanca. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3609470818,Omega,Daviplata / CTA-DEMO-228,528326,Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: director.demo.,Extorsión digital,Actor desconocido,Alto,133,alias_reutilizado,54,Reincidencia por alias,Omega|CTA-DEMO-228|3609470818,SI";;;
"NEXO-147-00147,2026-04-23,09:33,Amenaza,Alta,Remisión Fiscalía,GAULA Meta,Recibido,Recepción,Natalia Torres Suárez,DEMO-CC-55529208,3945089485,""Buenaventura, Occidente"",Valle del Cauca,Buenaventura,Occidente,3.907773,-77.059734,""Reporte sintético de amenaza bajo modalidad retención simulada en Buenaventura. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3631542309,Omega,Sin cuenta reportada,32318888,Número telefónico,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: analista.demo1.,Retención simulada,Célula financiera ficticia,Crítico,50,pagos_billetera_digital,100,Uso de cuenta repetida,Omega|CTA-DEMO-005|3631542309,SI";;;
"NEXO-147-00148,2026-05-05,18:49,Secuestro,Crítica,Correo Institucional,GAULA Bogotá,En análisis,Análisis de inteligencia,Andrés Ramírez Moreno,DEMO-CC-74062251,3335654770,""Palmira, Centro"",Valle del Cauca,Palmira,Centro,3.566621,-76.289352,""Reporte sintético de secuestro bajo modalidad retención simulada en Palmira. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3918863884,El Norte,Nequi / CTA-DEMO-009,56627590,Número telefónico"; Comprobante de pago,Dato ficticio para entrenamiento. Validar patrón: amenaza_familiar. Operador: director.demo.,Retención simulada,Grupo oportunista ficticio,Alto,76,amenaza_familiar,100,Sin tendencia clara,El Norte|CTA-DEMO-009|3918863884,SI;;
"NEXO-147-00149,2025-08-08,21:39,Secuestro,Baja,Línea 147,GAULA Meta,En análisis,Recepción,Julián Rodríguez Pardo,DEMO-CC-96640480,3902185385,""Bello, Zona Industrial"",Antioquia,Bello,Zona Industrial,6.361239,-75.518619,""Reporte sintético de secuestro bajo modalidad paquete retenido falso en Bello. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3473585671,Comando 17,Giro nacional / CTA-DEMO-935,602401,Número telefónico"; Audio de llamada; Comprobante de pago,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: operador.demo2.,Paquete retenido falso,Sin determinar,Bajo,84,pico_mensajeria_nocturna,45,Sin tendencia clara,Comando 17|CTA-DEMO-935|3473585671,SI;
"NEXO-147-00150,2026-05-13,08:27,Extorsión,Crítica,WhatsApp Institucional,GAULA Atlántico,En verificación,Análisis de inteligencia,Laura Ortega Torres,DEMO-CC-46393522,3024625802,""Turbaco, Barrio El Progreso"",Bolívar,Turbaco,Barrio El Progreso,10.343726,-75.397391,""Reporte sintético de extorsión bajo modalidad suplantación autoridad en Turbaco. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3197300167,Delta,Cripto billetera demo / CTA-DEMO-729,78274037,Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: llamadas_recurrentes. Operador: analista.demo1.,Suplantación autoridad,Red digital ficticia Beta,Crítico,124,llamadas_recurrentes,100,Concentración geográfica,Delta|CTA-DEMO-729|3197300167,SI";;;
"NEXO-147-00151,2025-08-01,21:54,Extorsión,Alta,Remisión Fiscalía,GAULA Bolívar,En verificación,Coordinación operativa,Andrés Herrera Gómez,DEMO-CC-11355095,3365937450,""Cartagena, Sur"",Bolívar,Cartagena,Sur,10.359541,-75.483089,""Reporte sintético de extorsión bajo modalidad cobro intimidatorio en Cartagena. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3718790785,Alias-174,Giro nacional / CTA-DEMO-256,2402995,Captura WhatsApp"; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: analista.demo2.,Cobro intimidatorio,Red digital ficticia Beta,Bajo,89,pico_mensajeria_nocturna,70,Uso de cuenta repetida,Alias-174|CTA-DEMO-256|3718790785,SI;;
"NEXO-147-00152,2026-01-19,00:02,Amenaza,Crítica,WhatsApp Institucional,GAULA Antioquia,Recibido,Recepción,Valentina Gómez Peña,DEMO-CC-58413250,3895823315,""Chía, Centro"",Cundinamarca,Chía,Centro,4.874303,-74.06979,""Reporte sintético de amenaza bajo modalidad retención simulada en Chía. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3934977602,Alias-221,Bancolombia cuenta ahorro / CTA-DEMO-012,24796509,Correo amenazante"; Comprobante de pago,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: analista.demo1.,Retención simulada,Sin determinar,Crítico,232,pico_mensajeria_nocturna,100,Concentración geográfica,Alias-221|CTA-DEMO-012|3934977602,SI;;
"NEXO-147-00153,2025-09-28,11:45,Extorsión,Crítica,Línea 147,GAULA Valle,En verificación,Coordinación operativa,Andrea Vargas Ortega,DEMO-CC-25668176,3714068982,""Bucaramanga, Centro"",Santander,Bucaramanga,Centro,7.108635,-73.152207,""Reporte sintético de extorsión bajo modalidad extorsión digital en Bucaramanga. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3336173970,El Mensajero,Cuenta corresponsal / CTA-DEMO-011,57435256,Correo amenazante"; Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: amenaza_familiar. Operador: operador.demo1.,Extorsión digital,Sin determinar,Crítico,105,amenaza_familiar,100,Concentración geográfica,El Mensajero|CTA-DEMO-011|3336173970,SI;;
"NEXO-147-00154,2026-03-07,22:35,Desaparición asociada,Crítica,Línea 147,GAULA Bolívar,Cerrado preventivo,Verificación inicial,Paula Torres Cárdenas,DEMO-CC-61856322,3503144820,""Bello, Occidente"",Antioquia,Bello,Occidente,6.369564,-75.542308,""Reporte sintético de desaparición asociada bajo modalidad suplantación familiar en Bello. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3245906230,Sombra,Sin cuenta reportada,2798093,Enlace sospechoso"; Audio de llamada,Dato ficticio para entrenamiento. Validar patrón: sin_patron_confirmado. Operador: operador.demo1.,Suplantación familiar,Célula financiera ficticia,Alto,58,sin_patron_confirmado,90,Concentración geográfica,Sombra|CTA-DEMO-012|3245906230,SI;;
"NEXO-147-00155,2025-10-10,11:10,Extorsión,Alta,WhatsApp Institucional,GAULA Atlántico,Recibido,Seguimiento,Luisa Rojas Martínez,DEMO-CC-84915631,3138707327,""Bogotá, Sur"",Bogotá D.C.,Bogotá,Sur,4.688294,-74.095643,""Reporte sintético de extorsión bajo modalidad suplantación autoridad en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3958127507,La Voz,Cuenta corresponsal / CTA-DEMO-935,20165425,Audio de llamada"; Mensaje SMS; Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: director.demo.,Suplantación autoridad,Sin determinar,Medio,58,alias_reutilizado,87,Reincidencia por alias,La Voz|CTA-DEMO-935|3958127507,SI;
"NEXO-147-00156,2026-05-23,20:26,Extorsión,Alta,WhatsApp Institucional,GAULA Antioquia,En verificación,Recepción,Sebastián Ortega Herrera,DEMO-CC-71158971,3638720440,""Bogotá, Sector Comercial"",Bogotá D.C.,Bogotá,Sector Comercial,4.699527,-74.071394,""Reporte sintético de extorsión bajo modalidad amenaza por mensajería en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3609470818,Alias-427,Giro nacional / CTA-DEMO-629,34137420,Mensaje SMS"; Audio de llamada; Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: monto_bajo_repetitivo. Operador: analista.demo1.,Amenaza por mensajería,Sin determinar,Crítico,229,monto_bajo_repetitivo,100,Concentración geográfica,Alias-427|CTA-DEMO-629|3609470818,SI;
"NEXO-147-00157,2026-03-12,22:58,Desaparición asociada,Alta,Línea 147,GAULA Antioquia,Recibido,Recepción,Andrea Moreno López,DEMO-CC-80642273,3713657514,""Facatativá, Sector Comercial"",Cundinamarca,Facatativá,Sector Comercial,4.844967,-74.323912,""Reporte sintético de desaparición asociada bajo modalidad retención simulada en Facatativá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3887403982,La Voz,Cuenta corresponsal / CTA-DEMO-230,26222703,Mensaje SMS"; Enlace sospechoso,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: analista.demo2.,Retención simulada,Actor desconocido,Alto,34,alias_reutilizado,92,Reincidencia por alias,La Voz|CTA-DEMO-230|3887403982,SI;;
"NEXO-147-00158,2026-01-11,09:34,Desaparición asociada,Crítica,WhatsApp Institucional,GAULA Cundinamarca,Recibido,Análisis de inteligencia,Camila López Ramírez,DEMO-CC-10098950,3229822168,""Rionegro, Sector Comercial"",Antioquia,Rionegro,Sector Comercial,6.163456,-75.3519,""Reporte sintético de desaparición asociada bajo modalidad suplantación familiar en Rionegro. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3609470818,Omega,Daviplata / CTA-DEMO-013,2000431,Comprobante de pago"; Enlace sospechoso; Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: operador.demo1.,Suplantación familiar,Grupo oportunista ficticio,Crítico,162,pagos_billetera_digital,100,Uso de cuenta repetida,Omega|CTA-DEMO-013|3609470818,SI;
